 Hit    Total  Avg    Min    Max   Name
31     1058   34     30     66     Actor Rendering
31     1858   59     44     82     Wall Rendering
31     766    24     22     28     Floor Rendering
31     235    7      7      8      ClearZScreen
31     684    22     20     24     ClearScreen
31     4926   158    147    211    RenderNormalDisplay
1869   534    0      0      19     LockVideoBuffer
1869   8334   4      0      1280   Refresh
1869   454    0      0      58     Process
1869   333    0      0      36     ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
5644   470    0      0      45     LockVideoBuffer
5644   4130   0      0      46     Refresh
5644   674    0      0      30     Process
5644   2193   0      0      462    ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
6801   345    0      0      20     LockVideoBuffer
6801   4515   0      0      40     Refresh
6801   701    0      0      19     Process
6801   1856   0      0      572    ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
7394   300    0      0      19     LockVideoBuffer
7394   4678   0      0      20     Refresh
7394   695    0      0      25     Process
7394   1254   0      0      428    ReadInputs
 Hit    Total  Avg    Min    Max   Name
27     85     3      2      5      CopyVideoBuffer
27     554    20     10     81     UnlockVideoBuffer
27     431    15     15     32     Actor Rendering
27     535    19     18     28     Wall Rendering
27     286    10     9      26     Floor Rendering
27     82     3      3      4      ClearZScreen
27     247    9      8      11     ClearScreen
27     1866   69     62     98     RenderNormalDisplay
1457   5151   3      1      1724   LockVideoBuffer
1457   8616   5      1      1724   Refresh
1457   215    0      0      43     Process
1457   264    0      0      40     ReadInputs
 Hit    Total  Avg    Min    Max   Name
52     173    3      2      17     CopyVideoBuffer
52     1469   28     11     560    UnlockVideoBuffer
52     821    15     15     28     Actor Rendering
52     1053   20     19     37     Wall Rendering
52     503    9      9      18     Floor Rendering
52     168    3      3      10     ClearZScreen
52     568    10     8      44     ClearScreen
52     3626   69     62     97     RenderNormalDisplay
1081   2421   2      1      600    LockVideoBuffer
1081   8265   7      1      751    Refresh
1081   408    0      0      43     Process
1081   416    0      0      94     ReadInputs
 Hit    Total  Avg    Min    Max   Name
53     164    3      2      5      CopyVideoBuffer
53     3499   66     10     1052   UnlockVideoBuffer
53     887    16     15     33     Actor Rendering
53     1062   20     18     36     Wall Rendering
53     514    9      9      16     Floor Rendering
53     164    3      3      4      ClearZScreen
53     548    10     8      39     ClearScreen
53     3714   70     62     111    RenderNormalDisplay
65     1078   16     1      568    LockVideoBuffer
65     8544   131    1      1162   Refresh
65     414    6      0      55     Process
65     800    12     0      477    ReadInputs
 Hit    Total  Avg    Min    Max   Name
47     161    3      2      22     CopyVideoBuffer
47     1268   26     10     568    UnlockVideoBuffer
47     743    15     15     32     Actor Rendering
47     955    20     18     51     Wall Rendering
47     452    9      9      24     Floor Rendering
47     160    3      3      20     ClearZScreen
47     489    10     8      44     ClearScreen
47     3291   70     62     127    RenderNormalDisplay
1380   2780   2      1      574    LockVideoBuffer
1380   8230   5      1      717    Refresh
1380   362    0      0      49     Process
1380   265    0      0      35     ReadInputs
 Hit    Total  Avg    Min    Max   Name
61     184    3      2      6      CopyVideoBuffer
61     1638   26     10     510    UnlockVideoBuffer
61     974    15     15     33     Actor Rendering
61     1340   21     18     54     Wall Rendering
61     600    9      9      26     Floor Rendering
61     191    3      3      4      ClearZScreen
61     579    9      8      26     ClearScreen
61     4251   69     62     101    RenderNormalDisplay
877    2186   2      1      524    LockVideoBuffer
877    8736   9      1      632    Refresh
877    296    0      0      38     Process
877    142    0      0      22     ReadInputs
 Hit    Total  Avg    Min    Max   Name
66     271    4      2      60     CopyVideoBuffer
66     1424   21     10     130    UnlockVideoBuffer
66     1075   16     15     32     Actor Rendering
66     1406   21     19     66     Wall Rendering
66     694    10     9      27     Floor Rendering
66     213    3      3      8      ClearZScreen
66     664    10     8      26     ClearScreen
66     4898   74     62     174    RenderNormalDisplay
66     342    5      4      25     LockVideoBuffer
66     7004   106    78     327    Refresh
66     314    4      2      39     Process
66     203    3      0      79     ReadInputs
 Hit    Total  Avg    Min    Max   Name
23     72     3      3      5      CopyVideoBuffer
23     565    24     11     252    UnlockVideoBuffer
23     468    20     15     33     Actor Rendering
23     519    22     19     37     Wall Rendering
23     225    9      9      11     Floor Rendering
23     70     3      3      4      ClearZScreen
23     225    9      8      26     ClearScreen
23     1708   74     62     98     RenderNormalDisplay
4260   395    0      0      36     LockVideoBuffer
4260   5060   1      0      340    Refresh
4260   626    0      0      27     Process
4260   2044   0      0      511    ReadInputs
 Hit    Total  Avg    Min    Max   Name
99     333    3      2      42     CopyVideoBuffer
99     1640   16     12     85     UnlockVideoBuffer
99     1567   15     14     49     Actor Rendering
99     2223   22     17     47     Wall Rendering
99     958    9      7      36     Floor Rendering
99     318    3      2      8      ClearZScreen
99     927    9      8      23     ClearScreen
99     6818   68     61     132    RenderNormalDisplay
99     559    5      4      69     LockVideoBuffer
99     9245   93     80     333    Refresh
99     186    1      0      22     Process
99     53     0      0      21     ReadInputs
 Hit    Total  Avg    Min    Max   Name
82     381    4      2      131    CopyVideoBuffer
82     1265   15     7      178    UnlockVideoBuffer
82     1357   16     14     37     Actor Rendering
82     1812   22     18     49     Wall Rendering
82     760    9      8      24     Floor Rendering
82     262    3      2      7      ClearZScreen
82     830    10     8      29     ClearScreen
82     5673   69     61     143    RenderNormalDisplay
82     743    9      4      310    LockVideoBuffer
82     7873   96     76     684    Refresh
82     517    6      2      90     Process
82     11     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
18     127    7      6      8      CopyVideoBuffer
19     1189   62     20     824    UnlockVideoBuffer
19     695    36     31     117    Actor Rendering
19     946    49     48     62     Wall Rendering
19     475    25     24     26     Floor Rendering
19     140    7      7      8      ClearZScreen
19     403    21     20     22     ClearScreen
19     2859   150    142    243    RenderNormalDisplay
3614   613    0      0      103    LockVideoBuffer
3614   6836   1      0      1078   Refresh
3614   554    0      0      29     Process
3614   604    0      0      130    ReadInputs
 Hit    Total  Avg    Min    Max   Name
5      55     11     6      26     CopyVideoBuffer
5      193    38     26     51     UnlockVideoBuffer
5      164    32     29     47     Actor Rendering
5      261    52     41     59     Wall Rendering
5      104    20     20     23     Floor Rendering
5      33     6      6      7      ClearZScreen
5      93     18     18     19     ClearScreen
5      707    141    133    144    RenderNormalDisplay
6635   462    0      0      151    LockVideoBuffer
6635   5274   0      0      376    Refresh
6635   722    0      0      25     Process
6635   856    0      0      270    ReadInputs
 Hit    Total  Avg    Min    Max   Name
50     316    6      6      11     CopyVideoBuffer
50     2173   43     12     874    UnlockVideoBuffer
50     1507   30     28     46     Actor Rendering
50     2168   43     40     59     Wall Rendering
50     1023   20     19     22     Floor Rendering
50     310    6      6      7      ClearZScreen
50     961    19     18     37     ClearScreen
50     6531   130    124    160    RenderNormalDisplay
50     534    10     8      131    LockVideoBuffer
50     9423   188    157    1089   Refresh
50     303    6      4      46     Process
50     50     1      0      21     ReadInputs
 Hit    Total  Avg    Min    Max   Name
60     365    6      6      7      CopyVideoBuffer
60     1566   26     25     27     UnlockVideoBuffer
60     1750   29     28     30     Actor Rendering
60     2471   41     41     42     Wall Rendering
60     1207   20     19     21     Floor Rendering
60     380    6      6      7      ClearZScreen
60     1107   18     18     20     ClearScreen
60     7529   125    124    127    RenderNormalDisplay
60     492    8      8      9      LockVideoBuffer
60     9653   160    159    162    Refresh
60     275    4      4      5      Process
60     8      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
61     372    6      6      7      CopyVideoBuffer
61     1591   26     25     27     UnlockVideoBuffer
61     1769   29     28     30     Actor Rendering
61     2516   41     41     43     Wall Rendering
61     1230   20     20     21     Floor Rendering
61     387    6      6      7      ClearZScreen
61     1124   18     18     19     ClearScreen
61     7646   125    124    127    RenderNormalDisplay
61     499    8      8      9      LockVideoBuffer
61     9806   160    159    162    Refresh
61     274    4      4      5      Process
61     6      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
60     362    6      5      7      CopyVideoBuffer
60     1573   26     25     28     UnlockVideoBuffer
60     1737   28     28     30     Actor Rendering
60     2474   41     40     47     Wall Rendering
60     1209   20     19     22     Floor Rendering
60     377    6      6      7      ClearZScreen
60     1109   18     18     20     ClearScreen
60     7523   125    122    135    RenderNormalDisplay
60     494    8      8      9      LockVideoBuffer
60     9652   160    158    172    Refresh
60     278    4      4      5      Process
60     3      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
54     327    6      6      7      CopyVideoBuffer
54     1651   30     25     260    UnlockVideoBuffer
54     1607   29     28     63     Actor Rendering
54     2258   41     40     60     Wall Rendering
54     1102   20     20     37     Floor Rendering
54     340    6      6      10     ClearZScreen
54     999    18     18     20     ClearScreen
54     6866   127    123    199    RenderNormalDisplay
287    471    1      0      18     LockVideoBuffer
287    9222   32     0      469    Refresh
287    341    1      0      50     Process
287    50     0      0      24     ReadInputs
 Hit    Total  Avg    Min    Max   Name
43     274    6      6      11     CopyVideoBuffer
43     1215   28     25     50     UnlockVideoBuffer
43     1276   29     28     46     Actor Rendering
43     1829   42     40     59     Wall Rendering
43     911    21     20     38     Floor Rendering
43     274    6      6      7      ClearZScreen
43     831    19     18     37     ClearScreen
43     5594   130    124    161    RenderNormalDisplay
1166   440    0      0      47     LockVideoBuffer
1166   8158   6      0      267    Refresh
1166   338    0      0      10     Process
1166   615    0      0      322    ReadInputs
 Hit    Total  Avg    Min    Max   Name
48     363    7      6      24     CopyVideoBuffer
48     1412   29     25     86     UnlockVideoBuffer
48     1449   30     28     48     Actor Rendering
48     2158   44     41     111    Wall Rendering
48     1028   21     20     38     Floor Rendering
48     304    6      6      7      ClearZScreen
48     915    19     18     34     ClearScreen
48     6361   132    124    245    RenderNormalDisplay
627    451    0      0      26     LockVideoBuffer
627    8772   13     0      341    Refresh
627    386    0      0      44     Process
627    139    0      0      49     ReadInputs
 Hit    Total  Avg    Min    Max   Name
40     319    7      6      76     CopyVideoBuffer
40     1125   28     25     96     UnlockVideoBuffer
40     1165   29     28     30     Actor Rendering
40     1723   43     40     59     Wall Rendering
40     808    20     20     22     Floor Rendering
40     255    6      6      7      ClearZScreen
40     752    18     18     35     ClearScreen
40     5144   128    124    161    RenderNormalDisplay
1596   469    0      0      103    LockVideoBuffer
1596   7875   4      0      295    Refresh
1596   480    0      0      80     Process
1596   543    0      0      322    ReadInputs
 Hit    Total  Avg    Min    Max   Name
52     344    6      6      22     CopyVideoBuffer
52     1463   28     12     58     UnlockVideoBuffer
52     1621   31     28     49     Actor Rendering
52     2249   43     40     66     Wall Rendering
52     1088   20     20     37     Floor Rendering
52     343    6      6      14     ClearZScreen
52     1017   19     18     36     ClearScreen
52     6848   131    124    161    RenderNormalDisplay
52     486    9      8      26     LockVideoBuffer
52     9018   173    151    266    Refresh
52     311    5      4      25     Process
52     50     0      0      20     ReadInputs
 Hit    Total  Avg    Min    Max   Name
51     325    6      6      10     CopyVideoBuffer
51     1316   25     20     48     UnlockVideoBuffer
51     1607   31     28     50     Actor Rendering
51     2232   43     41     66     Wall Rendering
51     1146   22     19     38     Floor Rendering
51     338    6      6      14     ClearZScreen
51     1000   19     18     36     ClearScreen
51     6849   134    125    175    RenderNormalDisplay
51     488    9      8      25     LockVideoBuffer
51     8853   173    159    261    Refresh
51     293    5      4      25     Process
51     42     0      0      18     ReadInputs
 Hit    Total  Avg    Min    Max   Name
57     339    5      3      12     CopyVideoBuffer
57     1192   20     12     36     UnlockVideoBuffer
57     1559   27     18     49     Actor Rendering
57     2319   40     25     66     Wall Rendering
57     1123   19     12     29     Floor Rendering
57     334    5      3      8      ClearZScreen
57     1014   17     10     38     ClearScreen
57     6921   121    78     195    RenderNormalDisplay
57     479    8      5      24     LockVideoBuffer
57     8852   155    100    293    Refresh
57     283    4      2      23     Process
57     59     1      0      18     ReadInputs
 Hit    Total  Avg    Min    Max   Name
58     262    4      3      14     CopyVideoBuffer
59     1851   31     14     800    UnlockVideoBuffer
59     1366   23     18     66     Actor Rendering
59     1919   32     25     148    Wall Rendering
59     893    15     12     42     Floor Rendering
59     276    4      3      21     ClearZScreen
59     782    13     10     28     ClearScreen
59     5726   97     77     278    RenderNormalDisplay
81     528    6      0      102    LockVideoBuffer
81     8373   103    0      1098   Refresh
81     316    3      0      29     Process
81     63     0      0      25     ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
7307   527    0      0      86     LockVideoBuffer
7307   4841   0      0      88     Refresh
7307   736    0      0      19     Process
7307   754    0      0      109    ReadInputs
 Hit    Total  Avg    Min    Max   Name
32     247    7      6      56     CopyVideoBuffer
32     889    27     25     76     UnlockVideoBuffer
32     963    30     28     63     Actor Rendering
32     1376   43     41     93     Wall Rendering
32     664    20     20     38     Floor Rendering
32     201    6      6      7      ClearZScreen
32     611    19     18     36     ClearScreen
32     4167   130    125    273    RenderNormalDisplay
3386   325    0      0      9      LockVideoBuffer
3386   7518   2      0      378    Refresh
3386   470    0      0      12     Process
3386   502    0      0      265    ReadInputs
 Hit    Total  Avg    Min    Max   Name
49     317    6      6      14     CopyVideoBuffer
49     1364   27     20     75     UnlockVideoBuffer
49     1508   30     29     47     Actor Rendering
49     2131   43     41     60     Wall Rendering
49     1074   21     20     47     Floor Rendering
49     332    6      6      24     ClearZScreen
49     925    18     18     36     ClearScreen
49     6491   132    124    181    RenderNormalDisplay
49     430    8      8      27     LockVideoBuffer
49     8646   176    160    267    Refresh
49     397    8      4      44     Process
49     30     0      0      17     ReadInputs
 Hit    Total  Avg    Min    Max   Name
98     277    2      2      5      CopyVideoBuffer
98     1629   16     6      331    UnlockVideoBuffer
98     1460   14     14     23     Actor Rendering
98     1981   20     19     54     Wall Rendering
98     870    8      8      10     Floor Rendering
98     296    3      3      4      ClearZScreen
98     873    8      8      25     ClearScreen
98     6227   63     60     114    RenderNormalDisplay
616    638    1      0      85     LockVideoBuffer
616    9027   14     0      401    Refresh
616    318    0      0      135    Process
616    207    0      0      69     ReadInputs
 Hit    Total  Avg    Min    Max   Name
92     288    3      2      16     CopyVideoBuffer
92     1358   14     12     33     UnlockVideoBuffer
92     1372   14     14     24     Actor Rendering
92     1945   21     19     38     Wall Rendering
92     861    9      8      28     Floor Rendering
92     271    2      2      4      ClearZScreen
92     824    8      8      23     ClearScreen
92     5999   65     61     85     RenderNormalDisplay
1068   445    0      0      12     LockVideoBuffer
1068   8518   7      0      107    Refresh
1068   402    0      0      21     Process
1068   408    0      0      251    ReadInputs
 Hit    Total  Avg    Min    Max   Name
65     356    5      2      12     CopyVideoBuffer
65     1138   17     12     25     UnlockVideoBuffer
65     1643   25     14     34     Actor Rendering
65     2396   36     19     49     Wall Rendering
65     1126   17     8      23     Floor Rendering
65     367    5      2      8      ClearZScreen
65     1076   16     8      22     ClearScreen
65     7217   111    61     145    RenderNormalDisplay
65     529    8      4      55     LockVideoBuffer
65     9066   139    78     276    Refresh
65     288    4      2      24     Process
65     3      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
15     113    7      7      8      CopyVideoBuffer
16     1132   70     20     818    UnlockVideoBuffer
16     624    39     32     134    Actor Rendering
16     770    48     47     49     Wall Rendering
16     367    22     22     24     Floor Rendering
16     124    7      7      9      ClearZScreen
16     343    21     20     22     ClearScreen
16     2400   150    142    242    RenderNormalDisplay
4957   296    0      0      17     LockVideoBuffer
4957   6641   1      0      1071   Refresh
4957   627    0      0      30     Process
4957   325    0      0      20     ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
8584   174    0      0      1      LockVideoBuffer
8584   4985   0      0      2      Refresh
8584   872    0      0      2      Process
8584   454    0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
7874   321    0      0      39     LockVideoBuffer
7874   4861   0      0      40     Refresh
7874   823    0      0      19     Process
7874   723    0      0      109    ReadInputs
 Hit    Total  Avg    Min    Max   Name
40     273    6      6      23     CopyVideoBuffer
40     1110   27     25     72     UnlockVideoBuffer
40     1161   29     28     36     Actor Rendering
40     1649   41     40     58     Wall Rendering
40     753    18     18     36     Floor Rendering
40     258    6      6      8      ClearZScreen
40     737    18     18     19     ClearScreen
40     4982   124    122    158    RenderNormalDisplay
2210   450    0      0      25     LockVideoBuffer
2210   8024   3      0      284    Refresh
2210   448    0      0      18     Process
2210   534    0      0      242    ReadInputs
 Hit    Total  Avg    Min    Max   Name
61     373    6      6      7      CopyVideoBuffer
61     1577   25     25     27     UnlockVideoBuffer
61     1758   28     28     30     Actor Rendering
61     2463   40     40     42     Wall Rendering
61     1114   18     18     20     Floor Rendering
61     386    6      6      8      ClearZScreen
61     1125   18     18     20     ClearScreen
61     7471   122    121    124    RenderNormalDisplay
61     498    8      8      9      LockVideoBuffer
61     9616   157    155    160    Refresh
61     284    4      4      5      Process
61     8      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
61     373    6      6      7      CopyVideoBuffer
61     1591   26     25     27     UnlockVideoBuffer
61     1769   29     28     36     Actor Rendering
61     2466   40     40     42     Wall Rendering
61     1129   18     18     26     Floor Rendering
61     390    6      6      8      ClearZScreen
61     1124   18     18     19     ClearScreen
61     7500   122    121    139    RenderNormalDisplay
61     499    8      8      9      LockVideoBuffer
61     9653   158    156    175    Refresh
61     289    4      4      6      Process
61     5      0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
76     355    4      2      53     CopyVideoBuffer
77     1916   24     12     725    UnlockVideoBuffer
77     1652   21     14     253    Actor Rendering
77     1965   25     19     83     Wall Rendering
77     963    12     8      74     Floor Rendering
77     656    8      2      367    ClearZScreen
77     858    11     8      38     ClearScreen
77     6753   87     61     698    RenderNormalDisplay
256    731    2      0      190    LockVideoBuffer
256    9779   38     0      1006   Refresh
256    201    0      0      46     Process
256    69     0      0      18     ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
7260   669    0      0      101    LockVideoBuffer
7260   4972   0      0      119    Refresh
7260   896    0      0      24     Process
7260   742    0      0      95     ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
6974   602    0      0      110    LockVideoBuffer
6974   4613   0      0      111    Refresh
6974   775    0      0      20     Process
6974   945    0      0      92     ReadInputs
 Hit    Total  Avg    Min    Max   Name
0      0      0      10000000 0      CopyVideoBuffer
0      0      0      10000000 0      UnlockVideoBuffer
0      0      0      10000000 0      Actor Rendering
0      0      0      10000000 0      Wall Rendering
0      0      0      10000000 0      Floor Rendering
0      0      0      10000000 0      ClearZScreen
0      0      0      10000000 0      ClearScreen
0      0      0      10000000 0      RenderNormalDisplay
4703   120    0      0      12     LockVideoBuffer
4703   2857   0      0      24     Refresh
4703   5697   1      0      5087   Process
4703   369    0      0      65     ReadInputs
 Hit    Total  Avg    Min    Max   Name
56     166    2      2      6      CopyVideoBuffer
56     1274   22     12     245    UnlockVideoBuffer
56     875    15     14     32     Actor Rendering
56     1173   20     19     56     Wall Rendering
56     539    9      8      26     Floor Rendering
56     171    3      2      4      ClearZScreen
56     526    9      8      25     ClearScreen
56     3724   66     62     99     RenderNormalDisplay
2008   641    0      0      140    LockVideoBuffer
2008   6991   3      0      350    Refresh
2008   405    0      0      143    Process
2008   718    0      0      247    ReadInputs
 Hit    Total  Avg    Min    Max   Name
88     258    2      2      5      CopyVideoBuffer
88     1499   17     12     254    UnlockVideoBuffer
88     1364   15     14     42     Actor Rendering
88     1781   20     19     34     Wall Rendering
88     801    9      8      23     Floor Rendering
88     269    3      3      4      ClearZScreen
88     762    8      8      10     ClearScreen
88     5666   64     61     95     RenderNormalDisplay
774    511    0      0      27     LockVideoBuffer
774    8306   10     0      352    Refresh
774    390    0      0      65     Process
774    768    0      0      265    ReadInputs
 Hit    Total  Avg    Min    Max   Name
55     286    5      2      12     CopyVideoBuffer
55     1023   18     13     50     UnlockVideoBuffer
55     1338   24     14     38     Actor Rendering
55     1900   34     19     48     Wall Rendering
55     891    16     8      27     Floor Rendering
55     287    5      2      8      ClearZScreen
55     884    16     8      38     ClearScreen
55     5826   105    61     158    RenderNormalDisplay
55     445    8      4      65     LockVideoBuffer
55     7592   138    80     317    Refresh
55     312    5      2      27     Process
55     7      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
46     172    3      2      7      CopyVideoBuffer
47     1612   34     12     909    UnlockVideoBuffer
47     887    18     14     55     Actor Rendering
47     1237   26     19     64     Wall Rendering
47     532    11     8      23     Floor Rendering
47     199    4      3      24     ClearZScreen
47     551    11     8      25     ClearScreen
47     3862   82     61     179    RenderNormalDisplay
2394   494    0      0      103    LockVideoBuffer
2394   7620   3      0      1099   Refresh
2394   482    0      0      30     Process
2394   495    0      0      252    ReadInputs
 Hit    Total  Avg    Min    Max   Name
113    337    2      2      12     CopyVideoBuffer
113    1508   13     6      136    UnlockVideoBuffer
113    1782   15     14     97     Actor Rendering
113    2324   20     19     48     Wall Rendering
113    1003   8      8      19     Floor Rendering
113    335    2      2      6      ClearZScreen
113    972    8      8      14     ClearScreen
113    7320   64     59     144    RenderNormalDisplay
113    533    4      4      45     LockVideoBuffer
113    9483   83     72     203    Refresh
113    291    2      2      5      Process
113    10     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
108    323    2      2      5      CopyVideoBuffer
108    1494   13     6      33     UnlockVideoBuffer
108    1727   15     14     44     Actor Rendering
108    2239   20     19     37     Wall Rendering
108    967    8      8      15     Floor Rendering
108    331    3      2      7      ClearZScreen
108    957    8      8      26     ClearScreen
108    7151   66     61     91     RenderNormalDisplay
108    485    4      4      22     LockVideoBuffer
108    9317   86     73     137    Refresh
108    298    2      2      14     Process
108    59     0      0      17     ReadInputs
 Hit    Total  Avg    Min    Max   Name
92     672    7      2      382    CopyVideoBuffer
92     2092   22     12     464    UnlockVideoBuffer
92     1506   16     14     95     Actor Rendering
92     2171   23     19     203    Wall Rendering
92     951    10     8      76     Floor Rendering
92     320    3      2      29     ClearZScreen
92     991    10     8      125    ClearScreen
92     6735   73     60     548    RenderNormalDisplay
92     946    10     4      521    LockVideoBuffer
92     10077  109    79     1742   Refresh
92     293    3      2      21     Process
92     46     0      0      17     ReadInputs
 Hit    Total  Avg    Min    Max   Name
24     315    13     6      47     CopyVideoBuffer
24     1076   44     18     129    UnlockVideoBuffer
24     1153   48     31     95     Actor Rendering
24     2081   86     47     202    Wall Rendering
24     853    35     22     76     Floor Rendering
24     297    12     7      29     ClearZScreen
24     1130   47     20     123    ClearScreen
24     5848   243    138    544    RenderNormalDisplay
24     373    15     9      36     LockVideoBuffer
24     7862   327    168    915    Refresh
24     319    13     4      51     Process
24     3      0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
36     373    10     6      48     CopyVideoBuffer
36     1129   31     19     138    UnlockVideoBuffer
36     1416   39     31     112    Actor Rendering
36     2385   66     47     253    Wall Rendering
36     1040   28     22     92     Floor Rendering
36     347    9      7      29     ClearZScreen
36     1213   33     21     157    ClearScreen
36     6821   189    139    663    RenderNormalDisplay
36     440    12     9      35     LockVideoBuffer
36     9112   253    169    1097   Refresh
36     263    7      4      33     Process
36     1      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
39     315    8      6      28     CopyVideoBuffer
39     1369   35     12     138    UnlockVideoBuffer
39     1625   41     28     177    Actor Rendering
39     2340   60     40     311    Wall Rendering
39     948    24     18     78     Floor Rendering
39     340    8      6      29     ClearZScreen
39     1106   28     18     126    ClearScreen
39     6792   174    122    740    RenderNormalDisplay
39     441    11     8      35     LockVideoBuffer
39     8894   228    157    869    Refresh
39     347    8      4      46     Process
39     95     2      0      32     ReadInputs
 Hit    Total  Avg    Min    Max   Name
61     367    6      5      7      CopyVideoBuffer
61     1591   26     25     27     UnlockVideoBuffer
61     1778   29     28     43     Actor Rendering
61     2477   40     40     43     Wall Rendering
61     1139   18     18     35     Floor Rendering
61     384    6      6      7      ClearZScreen
61     1153   18     18     46     ClearScreen
61     7559   123    120    156    RenderNormalDisplay
61     500    8      8      9      LockVideoBuffer
61     9721   159    157    191    Refresh
61     281    4      4      5      Process
61     5      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
61     372    6      5      7      CopyVideoBuffer
61     1595   26     25     27     UnlockVideoBuffer
61     1763   28     28     30     Actor Rendering
61     2481   40     40     42     Wall Rendering
61     1122   18     18     19     Floor Rendering
61     389    6      6      7      ClearZScreen
61     1123   18     18     19     ClearScreen
61     7504   123    121    124    RenderNormalDisplay
61     496    8      8      9      LockVideoBuffer
61     9660   158    156    160    Refresh
61     279    4      4      5      Process
61     1      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
61     368    6      6      7      CopyVideoBuffer
61     1589   26     25     27     UnlockVideoBuffer
61     1765   28     28     30     Actor Rendering
61     2477   40     40     42     Wall Rendering
61     1123   18     18     20     Floor Rendering
61     380    6      6      7      ClearZScreen
61     1127   18     18     19     ClearScreen
61     7501   122    121    125    RenderNormalDisplay
61     505    8      8      12     LockVideoBuffer
61     9668   158    156    161    Refresh
61     272    4      4      5      Process
61     6      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
60     399    6      6      8      CopyVideoBuffer
60     1686   28     26     31     UnlockVideoBuffer
60     1564   26     21     53     Actor Rendering
60     2524   42     33     50     Wall Rendering
60     998    16     12     21     Floor Rendering
60     423    7      6      9      ClearZScreen
