 Hit    Total  Avg    Min    Max   Name
110    298    2      1      6      Process
110    12     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
89     279    3      3      4      CopyVideoBuffer
89     853    9      9      11     UnlockVideoBuffer
89     1556   17     14     19     Actor Rendering
89     4224   47     9      57     Wall Rendering
89     733    8      6      16     Floor Rendering
89     293    3      3      5      ClearZScreen
89     909    10     9      12     ClearScreen
89     8404   94     61     103    RenderNormalDisplay
89     339    3      3      5      LockVideoBuffer
89     9633   108    75     117    Refresh
89     255    2      1      6      Process
89     8      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
103    321    3      2      4      CopyVideoBuffer
103    982    9      8      11     UnlockVideoBuffer
103    1759   17     14     20     Actor Rendering
103    2936   28     16     57     Wall Rendering
103    1259   12     6      17     Floor Rendering
103    334    3      3      4      ClearZScreen
103    1020   9      8      11     ClearScreen
103    8111   78     66     100    RenderNormalDisplay
103    396    3      3      5      LockVideoBuffer
103    9527   92     79     114    Refresh
103    305    2      1      5      Process
103    14     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
87     277    3      3      4      CopyVideoBuffer
87     825    9      9      11     UnlockVideoBuffer
87     1452   16     14     19     Actor Rendering
87     4524   52     49     59     Wall Rendering
87     642    7      6      8      Floor Rendering
87     288    3      3      4      ClearZScreen
87     856    9      9      11     ClearScreen
87     8436   96     94     106    RenderNormalDisplay
87     334    3      3      6      LockVideoBuffer
87     9638   110    107    121    Refresh
87     168    1      1      6      Process
87     8      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
95     276    2      2      4      CopyVideoBuffer
95     837    8      7      10     UnlockVideoBuffer
95     1476   15     15     17     Actor Rendering
95     4387   46     45     51     Wall Rendering
95     682    7      7      8      Floor Rendering
95     292    3      3      4      ClearZScreen
95     849    8      8      10     ClearScreen
95     8415   88     87     96     RenderNormalDisplay
95     334    3      3      4      LockVideoBuffer
95     9610   101    99     110    Refresh
95     330    3      2      5      Process
95     7      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
100    299    2      2      4      CopyVideoBuffer
100    900    9      8      10     UnlockVideoBuffer
100    1603   16     15     18     Actor Rendering
100    3725   37     9      47     Wall Rendering
100    882    8      6      15     Floor Rendering
100    316    3      3      4      ClearZScreen
100    907    9      8      11     ClearScreen
100    8213   82     58     90     RenderNormalDisplay
100    358    3      3      5      LockVideoBuffer
100    9499   94     69     103    Refresh
100    329    3      2      4      Process
100    10     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
94     289    3      2      4      CopyVideoBuffer
94     877    9      8      11     UnlockVideoBuffer
94     1545   16     14     18     Actor Rendering
94     4188   44     18     55     Wall Rendering
94     734    7      5      14     Floor Rendering
94     316    3      3      4      ClearZScreen
94     879    9      8      11     ClearScreen
94     8396   89     64     100    RenderNormalDisplay
94     359    3      3      5      LockVideoBuffer
94     9661   102    78     114    Refresh
94     257    2      1      5      Process
94     12     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
93     283    3      2      4      CopyVideoBuffer
93     902    9      8      11     UnlockVideoBuffer
93     1595   17     16     33     Actor Rendering
93     3984   42     14     74     Wall Rendering
93     802    8      5      13     Floor Rendering
93     306    3      3      4      ClearZScreen
93     928    9      8      26     ClearScreen
93     8342   89     61     134    RenderNormalDisplay
93     346    3      3      5      LockVideoBuffer
93     9620   103    74     149    Refresh
93     226    2      1      5      Process
93     16     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
80     283    3      2      27     CopyVideoBuffer
80     555    6      4      29     UnlockVideoBuffer
80     1404   17     14     54     Actor Rendering
80     4793   59     45     238    Wall Rendering
80     661    8      5      40     Floor Rendering
80     276    3      3      23     ClearZScreen
80     839    10     8      41     ClearScreen
80     8702   108    86     318    RenderNormalDisplay
80     305    3      3      14     LockVideoBuffer
80     9592   119    96     327    Refresh
80     296    3      1      16     Process
80     6      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
93     300    3      2      30     CopyVideoBuffer
93     489    5      4      31     UnlockVideoBuffer
93     1522   16     14     48     Actor Rendering
93     4518   48     43     80     Wall Rendering
93     687    7      5      34     Floor Rendering
93     304    3      3      15     ClearZScreen
93     846    9      8      21     ClearScreen
93     8645   92     85     153    RenderNormalDisplay
93     345    3      3      14     LockVideoBuffer
93     9506   102    93     164    Refresh
93     299    3      2      8      Process
93     7      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
101    292    2      2      4      CopyVideoBuffer
101    497    4      3      6      UnlockVideoBuffer
101    1520   15     14     16     Actor Rendering
101    4344   43     42     44     Wall Rendering
101    817    8      7      9      Floor Rendering
101    314    3      3      4      ClearZScreen
101    894    8      8      10     ClearScreen
101    8656   85     83     88     RenderNormalDisplay
101    361    3      3      4      LockVideoBuffer
101    9537   94     91     96     Refresh
101    318    3      3      4      Process
101    11     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
94     304    3      2      14     CopyVideoBuffer
94     514    5      3      17     UnlockVideoBuffer
94     1500   15     14     28     Actor Rendering
94     4408   46     42     88     Wall Rendering
94     801    8      7      17     Floor Rendering
94     292    3      3      6      ClearZScreen
94     967    10     8      43     ClearScreen
94     8756   93     83     134    RenderNormalDisplay
94     346    3      3      8      LockVideoBuffer
94     9644   102    92     148    Refresh
94     328    3      2      14     Process
94     8      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
95     280    2      2      4      CopyVideoBuffer
95     477    5      3      14     UnlockVideoBuffer
95     1560   16     14     48     Actor Rendering
95     4327   45     42     86     Wall Rendering
95     824    8      7      19     Floor Rendering
95     306    3      3      15     ClearZScreen
95     905    9      8      20     ClearScreen
95     8663   91     84     141    RenderNormalDisplay
95     342    3      3      13     LockVideoBuffer
95     9508   100    91     153    Refresh
95     367    3      3      16     Process
95     7      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
80     257    3      2      13     CopyVideoBuffer
80     479    5      4      22     UnlockVideoBuffer
80     1526   19     14     91     Actor Rendering
80     4267   53     42     76     Wall Rendering
80     743    9      6      20     Floor Rendering
80     275    3      3      13     ClearZScreen
80     894    11     8      33     ClearScreen
80     8479   105    84     185    RenderNormalDisplay
80     370    4      3      46     LockVideoBuffer
80     9340   116    93     211    Refresh
80     370    4      2      16     Process
80     12     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
89     281    3      3      5      CopyVideoBuffer
89     838    9      8      12     UnlockVideoBuffer
89     1462   16     14     19     Actor Rendering
89     4402   49     43     57     Wall Rendering
89     685    7      6      12     Floor Rendering
89     294    3      3      4      ClearZScreen
89     862    9      8      17     ClearScreen
89     8390   94     85     103    RenderNormalDisplay
89     331    3      3      4      LockVideoBuffer
89     9635   108    97     125    Refresh
89     185    2      1      5      Process
89     9      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
81     266    3      3      5      CopyVideoBuffer
81     739    9      5      11     UnlockVideoBuffer
81     1482   18     16     62     Actor Rendering
81     4876   60     56     151    Wall Rendering
81     507    6      6      8      Floor Rendering
81     271    3      3      5      ClearZScreen
81     805    9      9      12     ClearScreen
81     8572   105    99     239    RenderNormalDisplay
81     317    3      3      5      LockVideoBuffer
81     9661   119    108    249    Refresh
81     166    2      1      18     Process
81     7      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
84     366    4      2      53     CopyVideoBuffer
84     677    8      5      55     UnlockVideoBuffer
84     1413   16     14     41     Actor Rendering
84     4660   55     46     131    Wall Rendering
84     616    7      6      31     Floor Rendering
84     278    3      3      13     ClearZScreen
84     924    11     9      83     ClearScreen
84     8631   102    88     198    RenderNormalDisplay
84     327    3      3      6      LockVideoBuffer
84     9717   115    100    227    Refresh
84     164    1      1      5      Process
84     6      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
86     270    3      2      4      CopyVideoBuffer
86     828    9      6      27     UnlockVideoBuffer
86     1577   18     14     136    Actor Rendering
86     4556   52     42     80     Wall Rendering
86     626    7      6      9      Floor Rendering
86     293    3      3      5      ClearZScreen
86     839    9      8      12     ClearScreen
86     8580   99     85     244    RenderNormalDisplay
86     349    4      3      8      LockVideoBuffer
86     9795   113    98     254    Refresh
86     211    2      1      5      Process
86     14     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
125    478    3      2      82     CopyVideoBuffer
125    1273   10     8      88     UnlockVideoBuffer
125    2009   16     11     19     Actor Rendering
125    1361   10     8      20     Wall Rendering
125    1869   14     13     17     Floor Rendering
125    424    3      3      4      ClearZScreen
125    1241   9      8      12     ClearScreen
125    7894   63     53     74     RenderNormalDisplay
125    658    5      3      175    LockVideoBuffer
125    9981   79     65     390    Refresh
125    290    2      0      27     Process
125    25     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    371    3      3      4      CopyVideoBuffer
118    1113   9      9      11     UnlockVideoBuffer
118    1796   15     13     19     Actor Rendering
118    1416   12     10     17     Wall Rendering
118    1946   16     11     20     Floor Rendering
118    386    3      3      4      ClearZScreen
118    1176   9      9      11     ClearScreen
118    7642   64     62     72     RenderNormalDisplay
118    454    3      3      5      LockVideoBuffer
118    9260   78     75     86     Refresh
118    404    3      2      7      Process
118    17     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
112    346    3      2      4      CopyVideoBuffer
112    1067   9      9      11     UnlockVideoBuffer
112    1789   15     14     18     Actor Rendering
112    2394   21     10     46     Wall Rendering
112    1315   11     6      21     Floor Rendering
112    372    3      3      4      ClearZScreen
112    1115   9      9      11     ClearScreen
112    7857   70     58     91     RenderNormalDisplay
112    435    3      3      5      LockVideoBuffer
112    9418   84     71     104    Refresh
112    381    3      1      35     Process
112    13     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
90     283    3      3      5      CopyVideoBuffer
90     856    9      8      11     UnlockVideoBuffer
90     1570   17     15     20     Actor Rendering
90     4035   44     33     58     Wall Rendering
90     846    9      6      13     Floor Rendering
90     300    3      3      4      ClearZScreen
90     892    9      8      12     ClearScreen
90     8337   92     78     103    RenderNormalDisplay
90     350    3      3      5      LockVideoBuffer
90     9588   106    90     117    Refresh
90     341    3      2      6      Process
90     12     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
88     281    3      2      4      CopyVideoBuffer
88     839    9      8      13     UnlockVideoBuffer
88     1552   17     15     32     Actor Rendering
88     4136   47     38     57     Wall Rendering
88     754    8      6      12     Floor Rendering
88     289    3      3      4      ClearZScreen
88     862    9      8      11     ClearScreen
88     8286   94     82     123    RenderNormalDisplay
88     328    3      3      4      LockVideoBuffer
88     9497   107    94     140    Refresh
88     320    3      2      13     Process
88     5      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
89     286    3      3      5      CopyVideoBuffer
89     862    9      9      12     UnlockVideoBuffer
89     1538   17     14     20     Actor Rendering
89     3799   42     27     59     Wall Rendering
89     875    9      6      15     Floor Rendering
89     290    3      3      4      ClearZScreen
89     925    10     8      12     ClearScreen
89     8127   91     75     104    RenderNormalDisplay
89     346    3      3      5      LockVideoBuffer
89     9393   105    89     120    Refresh
89     381    4      2      7      Process
89     14     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
104    338    3      3      4      CopyVideoBuffer
104    1020   9      9      12     UnlockVideoBuffer
104    1800   17     15     20     Actor Rendering
104    2865   27     13     47     Wall Rendering
104    1186   11     6      17     Floor Rendering
104    338    3      3      4      ClearZScreen
104    1041   10     9      11     ClearScreen
104    8043   77     65     96     RenderNormalDisplay
104    401    3      3      5      LockVideoBuffer
104    9504   91     79     112    Refresh
104    330    3      2      7      Process
104    17     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
105    338    3      3      4      CopyVideoBuffer
105    1016   9      9      11     UnlockVideoBuffer
105    1732   16     14     19     Actor Rendering
105    2877   27     12     55     Wall Rendering
105    1225   11     6      17     Floor Rendering
105    348    3      3      4      ClearZScreen
105    1045   9      9      11     ClearScreen
105    8038   76     64     99     RenderNormalDisplay
105    404    3      3      5      LockVideoBuffer
105    9506   90     77     112    Refresh
105    328    3      1      7      Process
105    12     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
114    360    3      3      4      CopyVideoBuffer
114    1093   9      9      12     UnlockVideoBuffer
114    1881   16     14     20     Actor Rendering
114    2122   18     11     29     Wall Rendering
114    1444   12     8      16     Floor Rendering
114    383    3      3      4      ClearZScreen
114    1131   9      9      11     ClearScreen
114    7856   68     60     84     RenderNormalDisplay
114    459    4      3      5      LockVideoBuffer
114    9458   82     74     99     Refresh
114    383    3      2      7      Process
114    14     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
120    381    3      3      5      CopyVideoBuffer
120    1141   9      9      12     UnlockVideoBuffer
120    1887   15     13     20     Actor Rendering
120    1666   13     8      27     Wall Rendering
120    1640   13     11     18     Floor Rendering
120    394    3      3      4      ClearZScreen
120    1204   10     9      12     ClearScreen
120    7721   64     57     78     RenderNormalDisplay
120    458    3      3      5      LockVideoBuffer
120    9376   78     70     92     Refresh
120    424    3      1      7      Process
120    10     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
117    368    3      3      4      CopyVideoBuffer
117    1107   9      8      11     UnlockVideoBuffer
117    1844   15     14     18     Actor Rendering
117    1640   14     10     24     Wall Rendering
117    1796   15     11     23     Floor Rendering
117    386    3      3      4      ClearZScreen
117    1149   9      9      11     ClearScreen
117    7739   66     60     76     RenderNormalDisplay
117    458    3      3      5      LockVideoBuffer
117    9352   79     74     91     Refresh
117    346    2      1      6      Process
117    14     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
111    347    3      3      4      CopyVideoBuffer
111    1053   9      8      11     UnlockVideoBuffer
111    1845   16     14     20     Actor Rendering
111    2152   19     12     29     Wall Rendering
111    1606   14     9      18     Floor Rendering
111    374    3      3      4      ClearZScreen
111    1095   9      8      11     ClearScreen
111    7939   71     64     80     RenderNormalDisplay
111    433    3      3      5      LockVideoBuffer
111    9473   85     78     95     Refresh
111    328    2      2      7      Process
111    19     0      0      3      ReadInputs
 Hit    Total  Avg    Min    Max   Name
109    344    3      3      4      CopyVideoBuffer
109    1032   9      8      11     UnlockVideoBuffer
109    1808   16     14     20     Actor Rendering
109    2223   20     12     40     Wall Rendering
109    1637   15     10     23     Floor Rendering
109    365    3      3      4      ClearZScreen
109    1089   9      9      12     ClearScreen
109    7960   73     65     89     RenderNormalDisplay
109    421    3      3      5      LockVideoBuffer
109    9467   86     78     104    Refresh
109    333    3      1      5      Process
109    11     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
114    392    3      3      28     CopyVideoBuffer
114    1125   9      8      35     UnlockVideoBuffer
114    1907   16     15     21     Actor Rendering
114    1333   11     9      18     Wall Rendering
114    1918   16     14     23     Floor Rendering
114    390    3      3      5      ClearZScreen
114    1142   10     9      12     ClearScreen
114    7590   66     60     80     RenderNormalDisplay
114    442    3      3      5      LockVideoBuffer
114    9307   81     74     124    Refresh
114    431    3      2      7      Process
114    40     0      0      13     ReadInputs
 Hit    Total  Avg    Min    Max   Name
69     201    2      2      4      CopyVideoBuffer
69     616    8      7      11     UnlockVideoBuffer
69     1063   15     11     20     Actor Rendering
69     1099   15     9      19     Wall Rendering
69     921    13     12     32     Floor Rendering
69     216    3      3      4      ClearZScreen
69     633    9      8      24     ClearScreen
69     4490   65     59     82     RenderNormalDisplay
69     256    3      3      4      LockVideoBuffer
69     5433   78     73     105    Refresh
69     70     1      0      5      Process
69     11     0      0      7      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    364    3      2      4      CopyVideoBuffer
116    1095   9      7      11     UnlockVideoBuffer
116    1683   14     12     22     Actor Rendering
116    2004   17     12     32     Wall Rendering
116    1794   15     12     21     Floor Rendering
116    393    3      3      4      ClearZScreen
116    1151   9      8      11     ClearScreen
116    7935   68     62     79     RenderNormalDisplay
116    465    4      3      5      LockVideoBuffer
116    9546   82     74     95     Refresh
116    337    2      0      7      Process
116    14     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    369    3      3      4      CopyVideoBuffer
118    1123   9      9      11     UnlockVideoBuffer
118    1540   13     11     17     Actor Rendering
118    1677   14     10     21     Wall Rendering
118    2020   17     15     22     Floor Rendering
118    390    3      3      4      ClearZScreen
118    1173   9      9      11     ClearScreen
118    7711   65     60     71     RenderNormalDisplay
118    474    4      3      5      LockVideoBuffer
118    9351   79     73     85     Refresh
118    382    3      1      10     Process
118    9      0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
115    369    3      3      4      CopyVideoBuffer
115    1086   9      8      11     UnlockVideoBuffer
115    1793   15     11     20     Actor Rendering
115    1488   12     10     24     Wall Rendering
115    2108   18     16     22     Floor Rendering
115    374    3      3      4      ClearZScreen
115    1148   9      9      12     ClearScreen
115    7800   67     60     79     RenderNormalDisplay
115    455    3      3      5      LockVideoBuffer
115    9393   81     74     94     Refresh
115    418    3      2      6      Process
115    7      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    377    3      3      5      CopyVideoBuffer
118    1124   9      9      11     UnlockVideoBuffer
118    1625   13     12     19     Actor Rendering
118    1586   13     10     25     Wall Rendering
118    2039   17     12     23     Floor Rendering
118    399    3      3      4      ClearZScreen
118    1177   9      9      12     ClearScreen
118    7730   65     60     75     RenderNormalDisplay
118    474    4      3      5      LockVideoBuffer
118    9375   79     74     89     Refresh
118    383    3      1      8      Process
118    16     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    376    3      3      4      CopyVideoBuffer
116    1108   9      9      11     UnlockVideoBuffer
116    1799   15     13     20     Actor Rendering
116    1575   13     11     21     Wall Rendering
116    1948   16     10     22     Floor Rendering
116    392    3      3      6      ClearZScreen
116    1147   9      9      11     ClearScreen
116    7765   66     61     74     RenderNormalDisplay
116    466    4      3      5      LockVideoBuffer
116    9393   80     76     89     Refresh
116    382    3      1      6      Process
116    13     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
117    368    3      3      4      CopyVideoBuffer
117    1109   9      8      11     UnlockVideoBuffer
117    1651   14     11     20     Actor Rendering
117    1696   14     11     24     Wall Rendering
117    1978   16     13     21     Floor Rendering
117    393    3      3      5      ClearZScreen
117    1167   9      9      11     ClearScreen
117    7795   66     61     74     RenderNormalDisplay
117    469    4      3      5      LockVideoBuffer
117    9421   80     74     89     Refresh
117    376    3      1      7      Process
117    15     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    375    3      3      5      CopyVideoBuffer
118    1133   9      9      11     UnlockVideoBuffer
118    1649   13     11     18     Actor Rendering
118    1554   13     9      20     Wall Rendering
118    2009   17     11     21     Floor Rendering
118    391    3      3      5      ClearZScreen
118    1176   9      9      11     ClearScreen
118    7694   65     59     74     RenderNormalDisplay
118    475    4      3      5      LockVideoBuffer
118    9350   79     73     88     Refresh
118    381    3      1      7      Process
118    13     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
115    363    3      3      4      CopyVideoBuffer
115    1091   9      9      11     UnlockVideoBuffer
115    1678   14     12     20     Actor Rendering
115    1495   13     11     19     Wall Rendering
115    2169   18     14     23     Floor Rendering
115    381    3      3      4      ClearZScreen
115    1134   9      9      11     ClearScreen
115    7755   67     61     78     RenderNormalDisplay
115    460    4      3      5      LockVideoBuffer
115    9363   81     75     92     Refresh
115    426    3      1      7      Process
115    8      0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    375    3      3      5      CopyVideoBuffer
118    1119   9      8      11     UnlockVideoBuffer
118    1702   14     11     18     Actor Rendering
118    1576   13     10     21     Wall Rendering
118    2011   17     15     20     Floor Rendering
118    397    3      3      4      ClearZScreen
118    1166   9      9      11     ClearScreen
118    7773   65     60     73     RenderNormalDisplay
118    475    4      3      5      LockVideoBuffer
118    9408   79     72     87     Refresh
118    404    3      1      8      Process
118    15     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    376    3      3      4      CopyVideoBuffer
118    1126   9      9      11     UnlockVideoBuffer
118    1679   14     12     21     Actor Rendering
118    1590   13     10     23     Wall Rendering
118    2011   17     14     20     Floor Rendering
118    399    3      3      4      ClearZScreen
118    1171   9      9      11     ClearScreen
118    7761   65     60     74     RenderNormalDisplay
118    476    4      3      5      LockVideoBuffer
118    9418   79     74     88     Refresh
118    408    3      1      7      Process
118    13     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
117    373    3      3      4      CopyVideoBuffer
117    1104   9      9      11     UnlockVideoBuffer
117    1791   15     13     19     Actor Rendering
117    1867   15     12     21     Wall Rendering
117    1685   14     11     17     Floor Rendering
117    390    3      3      4      ClearZScreen
117    1169   9      9      11     ClearScreen
117    7802   66     61     70     RenderNormalDisplay
117    469    4      3      5      LockVideoBuffer
117    9420   80     75     84     Refresh
117    346    2      1      7      Process
117    12     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
113    352    3      3      4      CopyVideoBuffer
113    1074   9      9      11     UnlockVideoBuffer
113    1738   15     12     20     Actor Rendering
113    1615   14     11     23     Wall Rendering
113    2045   18     14     23     Floor Rendering
113    379    3      3      4      ClearZScreen
113    1124   9      9      12     ClearScreen
113    7781   68     64     77     RenderNormalDisplay
113    452    4      3      5      LockVideoBuffer
113    9361   82     78     92     Refresh
113    446    3      2      9      Process
113    12     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    368    3      3      4      CopyVideoBuffer
116    1103   9      9      11     UnlockVideoBuffer
116    1680   14     12     17     Actor Rendering
116    1807   15     13     20     Wall Rendering
116    1825   15     13     19     Floor Rendering
116    389    3      3      4      ClearZScreen
116    1156   9      9      11     ClearScreen
116    7763   66     63     74     RenderNormalDisplay
116    465    4      3      5      LockVideoBuffer
116    9385   80     76     88     Refresh
116    418    3      1      8      Process
116    19     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
114    360    3      3      4      CopyVideoBuffer
114    1084   9      8      11     UnlockVideoBuffer
114    1720   15     11     19     Actor Rendering
114    1593   13     11     24     Wall Rendering
114    2032   17     14     23     Floor Rendering
114    372    3      3      4      ClearZScreen
114    1127   9      9      11     ClearScreen
114    7736   67     61     75     RenderNormalDisplay
114    454    3      3      5      LockVideoBuffer
114    9325   81     75     89     Refresh
114    445    3      2      9      Process
114    8      0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    362    3      3      4      CopyVideoBuffer
116    1106   9      8      11     UnlockVideoBuffer
116    1685   14     12     33     Actor Rendering
116    1632   14     10     21     Wall Rendering
116    1919   16     13     20     Floor Rendering
116    384    3      3      4      ClearZScreen
116    1145   9      9      11     ClearScreen
116    7672   66     60     86     RenderNormalDisplay
116    467    4      3      5      LockVideoBuffer
116    9290   80     73     101    Refresh
116    433    3      1      9      Process
116    10     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    382    3      3      5      CopyVideoBuffer
118    1128   9      8      11     UnlockVideoBuffer
118    1644   13     11     17     Actor Rendering
118    1775   15     11     22     Wall Rendering
118    1894   16     12     21     Floor Rendering
118    398    3      3      4      ClearZScreen
118    1171   9      9      13     ClearScreen
118    7799   66     59     77     RenderNormalDisplay
118    474    4      3      5      LockVideoBuffer
118    9449   80     74     91     Refresh
118    362    3      1      8      Process
118    14     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
115    365    3      3      4      CopyVideoBuffer
115    1093   9      9      11     UnlockVideoBuffer
115    1676   14     11     21     Actor Rendering
115    1663   14     11     23     Wall Rendering
115    2024   17     14     22     Floor Rendering
115    381    3      3      4      ClearZScreen
115    1145   9      9      11     ClearScreen
115    7776   67     62     75     RenderNormalDisplay
115    463    4      3      5      LockVideoBuffer
115    9383   81     75     89     Refresh
115    441    3      2      9      Process
115    16     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
117    372    3      3      4      CopyVideoBuffer
117    1117   9      9      11     UnlockVideoBuffer
117    1640   14     11     19     Actor Rendering
117    1619   13     11     21     Wall Rendering
117    1960   16     13     21     Floor Rendering
117    401    3      3      4      ClearZScreen
117    1160   9      9      11     ClearScreen
117    7671   65     58     73     RenderNormalDisplay
117    470    4      3      5      LockVideoBuffer
117    9300   79     72     87     Refresh
117    424    3      1      8      Process
117    13     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
117    376    3      3      4      CopyVideoBuffer
117    1121   9      9      12     UnlockVideoBuffer
117    1703   14     12     19     Actor Rendering
117    1696   14     11     21     Wall Rendering
117    1924   16     13     20     Floor Rendering
117    391    3      3      5      ClearZScreen
117    1165   9      9      11     ClearScreen
117    7795   66     61     78     RenderNormalDisplay
117    471    4      3      5      LockVideoBuffer
117    9423   80     74     92     Refresh
117    392    3      1      7      Process
117    12     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
118    378    3      3      4      CopyVideoBuffer
118    1131   9      8      11     UnlockVideoBuffer
118    1635   13     12     21     Actor Rendering
118    1657   14     10     22     Wall Rendering
118    1926   16     13     20     Floor Rendering
118    398    3      3      4      ClearZScreen
118    1176   9      9      12     ClearScreen
118    7707   65     59     73     RenderNormalDisplay
118    470    3      3      5      LockVideoBuffer
118    9360   79     73     88     Refresh
118    377    3      1      7      Process
118    16     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
115    371    3      3      5      CopyVideoBuffer
115    1100   9      9      11     UnlockVideoBuffer
115    1803   15     12     19     Actor Rendering
115    1771   15     11     22     Wall Rendering
115    1798   15     12     20     Floor Rendering
115    380    3      3      4      ClearZScreen
115    1139   9      9      11     ClearScreen
115    7795   67     61     75     RenderNormalDisplay
115    462    4      3      5      LockVideoBuffer
115    9409   81     76     89     Refresh
115    369    3      1      7      Process
115    18     0      0      2      ReadInputs
 Hit    Total  Avg    Min    Max   Name
116    374    3      3      5      CopyVideoBuffer
116    1113   9      9      11     UnlockVideoBuffer
116    1697   14     11     23     Actor Rendering
116    1867   16     10     25     Wall Rendering
116    1741   15     11     21     Floor Rendering
116    393    3      3      4      ClearZScreen
116    1153   9      9      11     ClearScreen
116    7754   66     59     76     RenderNormalDisplay
116    464    4      3      6      LockVideoBuffer
116    9378   80     72     92     Refresh
116    409    3      1      6      Process
116    12     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
110    344    3      3      4      CopyVideoBuffer
110    1046   9      9      12     UnlockVideoBuffer
110    1759   15     13     20     Actor Rendering
110    1774   16     12     29     Wall Rendering
110    2048   18     13     31     Floor Rendering
110    360    3      3      4      ClearZScreen
110    1091   9      9      12     ClearScreen
110    7880   71     64     80     RenderNormalDisplay
110    445    4      3      6      LockVideoBuffer
110    9420   85     77     95     Refresh
110    405    3      1      7      Process
110    18     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
112    346    3      2      5      CopyVideoBuffer
112    1057   9      7      13     UnlockVideoBuffer
112    1576   14     10     17     Actor Rendering
112    1870   16     11     24     Wall Rendering
112    2159   19     12     24     Floor Rendering
112    369    3      3      4      ClearZScreen
112    1066   9      8      11     ClearScreen
112    7918   70     60     81     RenderNormalDisplay
112    434    3      3      5      LockVideoBuffer
112    9448   84     73     96     Refresh
112    392    3      1      6      Process
112    14     0      0      1      ReadInputs
 Hit    Total  Avg    Min    Max   Name
117    376    3      3      4      CopyVideoBuffer
117    1119   9      9      11     UnlockVideoBuffer
117    1737   14     11     18     Actor Rendering
117    1711   14     11     28     Wall Rendering
117    1897   16     12     21     Floor Rendering
117    398    3      3      5      ClearZScreen
117    1167   9      9      11     ClearScreen
117    7824   66     61     77     RenderNormalDisplay
117    472    4      3      5      LockVideoBuffer
117    9460   80     74     91     Refresh
117    358    3      1      7      Process
